	user	text	created_at	name	tweets_ago	sent	pos	neg	neu	compound
57	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40601841, 'friends_count': 1115, 'listed_count': 133256, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 190217, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	Not only did the German team crash out of the #WorldCup on Wednesday, but Angela Merkel is also facing a make-or-br… https://t.co/sxDt6YuFMn	Thu Jun 28 07:47:06 +0000 2018	CNN	58	{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.2144}	0.0	0.085	0.915	-0.2144
58	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40601841, 'friends_count': 1115, 'listed_count': 133256, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 190217, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	Authorities identified a 22-year-old man as a person of interest in the killing of rapper XXXTentacion earlier this… https://t.co/yuV5nlLkpZ	Thu Jun 28 07:46:33 +0000 2018	CNN	59	{'neg': 0.196, 'neu': 0.67, 'pos': 0.134, 'compound': -0.34}	0.134	0.196	0.67	-0.34
59	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40601841, 'friends_count': 1115, 'listed_count': 133256, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 190217, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	A search is underway in Australia for man wanted for questioning after the discovery of a decomposing body found st… https://t.co/XrlAXaq2Jz	Thu Jun 28 07:40:05 +0000 2018	CNN	60	{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.1027}	0.0	0.072	0.928	-0.1027
60	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40601841, 'friends_count': 1115, 'listed_count': 133256, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 190217, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	"""Korea, brother, you're now Mexican."" Hundreds of jubilant Mexican soccer fans rushed to the South Korean embassy i… https://t.co/lxIWcwSWXx"	Thu Jun 28 07:19:03 +0000 2018	CNN	61	{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.6124}	0.182	0.0	0.818	0.6124
61	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40601841, 'friends_count': 1115, 'listed_count': 133256, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 190217, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	Why I'm burying a beer can in the backyard https://t.co/X95VMvjznz (via @CNNOpinion) https://t.co/Iw1vUxA86U	Thu Jun 28 07:12:25 +0000 2018	CNN	62	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
62	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40601841, 'friends_count': 1115, 'listed_count': 133256, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 190217, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	Watchdog to investigate child migrant housing facilities https://t.co/IofTc4Ylkl https://t.co/uOSTnVN6nW	Thu Jun 28 06:30:11 +0000 2018	CNN	63	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
63	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40601841, 'friends_count': 1115, 'listed_count': 133256, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 190217, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	"Do you know how much ""space grease"" is in the Milky Way? 

10 billion trillion trillion tonnes, scientists estimate… https://t.co/djvfeLeqXR"	Thu Jun 28 06:20:48 +0000 2018	CNN	64	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
64	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40601841, 'friends_count': 1115, 'listed_count': 133256, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 190217, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	5 Kennedy-authored Supreme Court rulings that changed America https://t.co/xPp7VnTQyF https://t.co/7kBsnG7ATQ	Thu Jun 28 06:00:03 +0000 2018	CNN	65	{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5574}	0.31	0.0	0.69	0.5574
65	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40601841, 'friends_count': 1115, 'listed_count': 133256, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 190217, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	How Chipotle plans to win you back https://t.co/QEEO92wNdW https://t.co/TcMT0qXbWq	Thu Jun 28 05:30:14 +0000 2018	CNN	66	{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.5859}	0.322	0.0	0.678	0.5859
66	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40601841, 'friends_count': 1115, 'listed_count': 133256, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 190217, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	What Anthony Kennedy's retirement means for abortion, same-sex marriage, affirmative action and the future of the S… https://t.co/lh30W0I4Ak	Thu Jun 28 05:15:04 +0000 2018	CNN	67	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
67	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40601841, 'friends_count': 1115, 'listed_count': 133256, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 190217, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	Here's what you need to know about the largest election in Mexico's history, with more than 3,000 posts at stake… https://t.co/V0UVDyKI2Q	Thu Jun 28 05:00:12 +0000 2018	CNN	68	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
68	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40601841, 'friends_count': 1115, 'listed_count': 133256, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 190217, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	Trump-Mattis dynamic raises questions about rift, anxiety at the Pentagon https://t.co/P1KCxeaqeP https://t.co/9545msacDm	Thu Jun 28 04:45:11 +0000 2018	CNN	69	{'neg': 0.119, 'neu': 0.699, 'pos': 0.182, 'compound': 0.2263}	0.182	0.119	0.699	0.2263
69	{'id': 759251, 'id_str': '759251', 'name': 'CNN', 'screen_name': 'CNN', 'location': '', 'description': 'It’s our job to #GoThere & tell the most difficult stories. Join us! For more breaking news updates follow @CNNBRK  & Download our app 📲https://t.co/Xgo5kjIt8c', 'url': 'http://t.co/IaghNW8Xm2', 'entities': {'url': {'urls': [{'url': 'http://t.co/IaghNW8Xm2', 'expanded_url': 'http://www.cnn.com', 'display_url': 'cnn.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/Xgo5kjIt8c', 'expanded_url': 'http://cnn.it/apps', 'display_url': 'cnn.it/apps', 'indices': [136, 159]}]}}, 'protected': False, 'followers_count': 40601841, 'friends_count': 1115, 'listed_count': 133256, 'created_at': 'Fri Feb 09 00:35:02 +0000 2007', 'favourites_count': 1463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 190217, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '323232', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/759251/1508752874', 'profile_link_color': '004287', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}	Democrats take big step towards a smaller role for superdelegates https://t.co/yYIcvKyg4e https://t.co/NDL2YKJoxi	Thu Jun 28 04:30:09 +0000 2018	CNN	70	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0
